,,,Και των δύο φύλων ,,,,,,,,,,,,,,,,,Άρρενες,,,,,,,,,,,,,,,,,Θήλεις,,,,,,,,,,,,,,,,
level,location_id,name,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
7,24237020616,Δημοτική Κοινότητα Τούμπας,74,4,9,3,3,0,0,4,7,3,8,6,0,4,3,8,11,36,0,3,0,0,0,0,0,4,3,5,7,4,4,0,4,6,34,0,3,4,0,0,0,3,5,3,0,0,0,0,3,0,3
8,2423702061601,"Τούμπα,η",47,4,3,3,3,0,0,0,3,3,3,3,0,4,5,5,9,26,0,5,0,0,0,0,0,4,0,3,4,4,4,0,4,3,25,0,0,4,0,0,0,3,0,3,0,0,0,0,5,3,3
8,2423702061602,"Μερτίδιον,το",22,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
5,2423703,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,25634,1431,1532,1677,1579,1431,1439,1530,1614,1711,1664,1774,1629,1521,1371,1138,2594,13550,754,797,890,852,771,810,870,881,981,910,933,860,816,730,559,1139,12087,680,731,790,729,662,627,658,735,727,756,844,766,701,645,583,1460
6,242370301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΥΜΗΣ,11471,714,849,884,806,729,652,705,762,790,663,712,723,691,523,389,885,5802,366,422,483,413,366,330,382,385,431,333,336,358,348,282,193,365,5672,344,425,398,390,361,325,326,375,362,327,373,362,346,245,199,518
7,24237030101,Δημοτική Κοινότητα Κάτω Αχαΐας,8180,602,694,685,605,584,511,571,589,550,444,469,486,465,305,200,412,4159,312,345,376,307,285,254,304,312,307,214,220,224,240,166,104,178,4024,287,347,307,295,296,260,264,279,246,228,252,260,222,141,99,237
8,2423703010101,"Κάτω Αχαΐα,η",7687,552,652,648,576,550,482,550,559,513,422,448,456,441,278,179,383,3909,288,323,353,296,271,239,296,294,278,203,209,215,227,156,92,167,3781,261,326,297,277,282,240,256,268,237,221,237,244,212,120,90,218
8,2423703010102,"Αλυκαί,αι",240,9,20,11,7,12,13,10,20,23,13,10,23,18,20,15,15,126,4,13,13,3,3,3,3,14,19,9,3,11,12,8,9,6,117,3,10,3,6,7,9,5,8,6,7,5,16,8,16,3,11
8,2423703010103,"Μανεταίικα,τα",25,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,12,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
8,2423703010104,"Παραλία Κάτω Αχαΐας,η",49,0,0,3,4,0,4,4,0,9,3,5,5,0,3,3,7,33,0,0,0,3,0,3,5,0,8,3,0,4,4,0,3,0,18,0,0,0,3,0,4,0,0,4,0,5,3,0,0,0,3
8,2423703010105,"Πίσω Συκέα,η",174,38,19,23,19,23,14,9,6,3,0,3,0,3,5,8,5,83,18,10,13,8,8,7,7,3,4,0,0,0,0,0,4,4,93,23,11,7,14,12,6,4,5,0,0,0,0,3,4,0,4
7,24237030102,Δημοτική Κοινότητα Αγιοβλασιτίκων,263,7,11,14,13,6,14,6,14,29,17,13,17,17,17,24,45,139,3,3,6,7,5,4,4,5,18,10,7,11,3,8,10,20,126,0,5,6,3,4,6,4,7,13,5,3,8,12,6,18,23
8,2423703010201,"Κάπελη,η",60,0,4,0,0,5,4,3,9,10,0,3,4,8,7,3,3,31,0,5,0,0,3,4,0,5,4,0,3,3,4,4,0,3,26,0,0,0,0,0,0,4,6,3,0,0,4,0,0,3,0
8,2423703010202,"Αγιοβλασίτικα,τα",99,5,5,5,7,0,5,3,0,11,7,3,6,4,0,15,20,52,0,5,5,4,0,0,0,0,7,7,0,5,0,3,7,11,48,3,3,3,0,0,3,3,0,7,3,4,4,4,3,11,11
8,2423703010203,"Λεύκος,ο",16,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,8,8,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
8,2423703010204,"Στεναΐτικα,τα",86,0,3,7,8,7,4,3,0,7,10,8,6,3,6,6,11,45,0,0,3,5,0,5,3,3,0,5,10,7,0,3,0,3,44,0,0,5,0,5,0,0,0,3,0,3,3,3,7,3,6
7,24237030103,Δημοτική Κοινότητα Αλισσού,801,36,37,47,53,29,33,33,52,62,55,64,56,56,55,39,98,393,14,19,21,26,13,13,19,21,36,31,26,32,23,29,19,44,405,20,15,28,25,14,18,17,34,23,26,35,20,30,28,22,56
8,2423703010301,"Αλισσός,ο",525,19,25,29,31,25,17,19,34,39,39,42,38,35,39,30,68,255,9,17,12,15,6,4,12,14,22,22,22,22,13,22,11,32,268,13,9,13,18,15,10,9,23,19,14,17,18,20,19,16,39
8,2423703010302,"Καμενίτσα,η",67,0,4,5,7,3,3,0,4,3,4,8,9,9,0,4,11,33,0,0,0,4,3,3,0,0,3,3,0,4,3,0,0,0,32,0,3,0,5,0,4,0,4,0,3,5,3,4,0,4,7
8,2423703010303,"Παραλία Αλισσού,η",171,14,6,10,11,3,10,13,14,16,10,3,10,5,10,9,13,77,7,0,4,8,3,4,7,5,11,5,3,3,3,7,5,5,91,9,4,8,5,3,8,4,7,8,7,3,5,7,6,6,5
8,2423703010304,"Προφήτης Ελισσαίος,ο",35,0,0,5,3,0,5,0,0,0,4,8,3,3,0,0,3,21,0,0,5,3,0,4,0,0,0,3,3,0,3,0,0,4,17,0,0,0,3,0,5,0,0,0,5,7,0,3,0,0,3
7,24237030104,Δημοτική Κοινότητα Άνω Αχαΐας,170,7,7,16,5,10,11,4,4,6,12,12,7,12,8,8,37,85,3,4,16,5,3,4,6,0,3,4,7,3,5,7,3,15,82,7,6,3,3,6,4,0,4,7,5,3,3,4,3,8,20
8,2423703010401,"Άνω Αχαΐα,η",170,7,7,16,5,10,11,4,4,6,12,12,7,12,8,8,37,85,3,4,16,5,3,4,6,0,3,4,7,3,5,7,3,15,82,7,6,3,3,6,4,0,4,7,5,3,3,4,3,8,20
7,24237030105,Δημοτική Κοινότητα Ελαιοχωρίου,186,3,7,10,11,4,11,7,12,12,9,8,11,24,22,12,29,99,0,3,9,6,4,3,4,7,9,4,4,7,13,9,10,14,90,0,0,3,9,3,6,0,7,5,9,6,7,14,9,4,13
8,2423703010501,"Ελαιοχώριον,το",186,3,7,10,11,4,11,7,12,12,9,8,11,24,22,12,29,99,0,3,9,6,4,3,4,7,9,4,4,7,13,9,10,14,90,0,0,3,9,3,6,0,7,5,9,6,7,14,9,4,13
7,24237030106,Δημοτική Κοινότητα Κάτω Αλισσού,586,10,31,27,29,35,13,33,31,40,40,51,60,46,36,28,72,305,7,16,16,10,22,9,15,19,20,21,22,36,29,21,15,29,284,7,18,14,17,10,7,14,14,22,17,31,26,20,17,16,42
8,2423703010601,"Κάτω Αλισσός,ο",414,8,23,19,16,27,11,23,23,27,29,38,48,34,17,16,54,208,3,13,12,6,14,9,12,8,12,17,16,27,20,10,9,21,203,3,13,10,13,11,4,9,12,12,10,20,24,17,11,10,35
8,2423703010602,"Γιαλός,ο",175,5,10,5,10,10,4,13,11,14,14,9,14,14,21,10,16,99,6,6,0,6,6,0,7,8,5,6,3,7,6,8,9,9,78,0,3,3,6,0,4,3,5,7,5,9,5,7,10,4,9
7,24237030107,Δημοτική Κοινότητα Νιφοραιίκων,610,11,28,38,34,23,27,23,31,39,47,47,40,39,35,40,113,281,4,8,23,16,11,14,11,10,19,27,22,20,23,19,20,28,331,9,16,13,15,9,10,9,18,17,23,27,17,18,19,22,87
8,2423703010701,"Νιφοραίικα,τα",448,11,24,34,29,25,25,20,29,34,41,39,31,31,25,17,45,225,4,10,18,16,11,12,13,8,18,20,15,21,18,13,5,19,225,9,16,14,11,11,10,9,18,13,19,22,13,11,10,9,29
8,2423703010702,"Παραλία Νιφοραιίκων,η",164,0,0,3,0,0,0,0,5,7,8,9,12,10,13,24,70,53,0,0,3,3,0,0,0,5,3,4,5,3,3,4,13,7,108,0,0,0,0,0,0,0,0,7,7,3,7,5,6,10,60
7,24237030108,Δημοτική Κοινότητα Πετροχωρίου,679,37,36,45,59,30,35,26,32,50,41,50,48,35,41,29,77,349,21,15,25,33,20,21,14,16,21,20,30,24,9,25,18,31,332,14,24,16,29,12,16,14,19,25,18,23,22,23,18,13,43
8,2423703010801,"Πετροχώριον,το",128,4,7,4,6,7,10,3,8,8,8,8,12,16,13,3,13,65,4,0,3,3,3,7,4,3,3,6,5,6,3,10,0,6,65,0,3,5,0,3,5,0,7,4,4,5,8,11,0,0,9
8,2423703010802,"Βεσκουκαίικα,τα",68,7,0,3,7,0,3,3,3,5,0,9,5,3,5,0,11,37,3,0,3,5,0,0,3,0,3,0,7,3,3,3,0,9,33,3,0,0,4,0,3,3,0,0,3,5,0,3,0,0,4
8,2423703010803,"Βυθούλκας,ο",21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8,2423703010804,"Καρυά,η",357,28,27,26,38,25,17,13,14,35,23,19,18,12,18,12,28,184,15,14,13,24,13,10,3,8,20,12,11,13,6,8,5,9,176,10,15,15,16,9,8,8,8,18,13,5,7,3,7,10,17
8,2423703010805,"Λαμπραίικα,τα",48,0,0,0,4,0,3,3,6,5,0,6,3,0,3,3,8,26,0,0,0,0,0,0,3,3,0,0,3,4,0,4,3,6,19,0,0,0,4,0,0,0,3,5,0,0,0,3,0,0,5
8,2423703010806,"Λογοθέτης,ο",51,0,0,8,3,0,0,5,3,3,3,6,3,0,3,5,9,26,0,0,8,0,0,0,5,0,0,0,0,5,0,0,4,3,27,0,0,4,5,0,0,0,0,0,0,3,0,0,3,0,4
6,242370302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΑΡΙΣΣΟΥ,4815,180,178,273,279,227,268,259,244,307,330,383,340,312,301,294,633,2519,84,100,128,168,137,167,132,120,171,175,204,192,184,152,129,282,2294,93,81,141,114,92,104,123,121,140,158,181,146,131,152,168,348
7,24237030201,Δημοτική Κοινότητα Μετοχίου,1434,53,55,79,74,49,83,82,89,109,97,115,99,102,92,86,171,739,27,36,40,36,24,52,41,42,64,52,59,48,50,47,42,70,697,29,21,36,40,23,29,39,49,43,42,53,49,49,47,46,99
8,2423703020101,"Μετόχιον,το",384,8,7,11,21,13,21,17,22,24,29,33,24,32,30,29,57,195,3,7,7,6,4,14,11,13,12,15,18,11,14,13,11,22,187,8,3,8,12,11,10,10,13,15,10,17,11,14,14,16,33
8,2423703020102,"Λάπας,ο",869,35,41,47,48,29,49,52,59,68,67,59,65,59,49,48,85,446,20,21,23,23,18,34,25,22,47,29,34,27,34,27,24,38,420,17,18,28,27,13,17,24,34,25,34,28,35,27,24,22,50
8,2423703020103,"Νέον Βουπράσιον,το",180,5,6,13,6,3,14,12,12,11,7,18,15,12,13,9,28,98,4,8,9,7,3,4,6,7,5,7,12,9,3,6,3,10,85,4,0,7,3,4,7,4,3,4,3,9,3,7,4,9,20
7,24237030202,Δημοτική Κοινότητα Αγίου Νικολάου Σπάτων,209,8,7,14,18,13,7,5,9,10,14,18,12,19,10,17,25,109,4,5,5,7,4,3,4,5,5,8,12,9,12,4,7,12,102,0,4,7,8,6,5,4,6,8,3,9,6,5,9,8,9
8,2423703020201,"Άγιος Νικόλαος,ο",146,4,7,13,16,9,4,3,4,3,10,12,10,18,11,10,18,78,4,5,3,7,4,3,3,3,0,3,10,8,12,4,3,11,71,0,0,7,6,3,3,4,4,3,4,4,5,3,5,10,10
8,2423703020202,"Άγιος Κωνσταντίνος,ο",54,0,0,4,5,0,3,0,3,3,0,3,4,4,3,4,7,32,3,0,4,3,0,0,0,0,3,3,3,3,0,0,6,5,25,0,0,0,0,0,3,0,4,0,3,3,3,0,3,0,5
8,2423703020203,"Μονή Αγίου Νικολάου,η",9,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,4,3,0,0,0,0,0,0,0
7,24237030203,Δημοτική Κοινότητα Απιδεώνος,312,5,13,28,22,17,21,16,18,12,32,28,22,20,15,16,38,148,3,5,6,14,6,9,6,4,7,20,17,17,7,7,6,18,167,4,6,25,10,8,9,8,10,8,16,14,7,10,4,12,19
8,2423703020301,"Απιδεών,ο",312,5,13,28,22,17,21,16,18,12,32,28,22,20,15,16,38,148,3,5,6,14,6,9,6,4,7,20,17,17,7,7,6,18,167,4,6,25,10,8,9,8,10,8,16,14,7,10,4,12,19
7,24237030204,Δημοτική Κοινότητα Αράξου,219,6,9,8,39,29,18,14,6,11,8,10,12,9,8,9,16,143,3,5,7,32,29,15,9,3,6,8,8,5,7,6,5,9,73,6,0,3,4,0,0,8,5,7,3,6,9,4,4,3,10
8,2423703020401,"Άραξος,ο",175,6,6,5,39,25,11,14,4,3,8,5,10,4,10,3,17,122,3,3,0,32,25,14,9,4,5,8,3,3,3,6,4,6,55,6,0,0,4,0,0,8,0,0,3,0,9,4,0,0,9
8,2423703020402,"Ακρωτήριο Αράξου,το",33,0,0,0,0,0,3,0,0,6,3,0,4,3,0,4,3,19,0,0,0,0,0,3,0,0,3,0,0,4,3,0,3,0,11,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3
8,2423703020403,"Καλόγρια,η",12,0,0,0,0,3,0,0,3,0,0,4,0,0,0,3,0,7,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7,24237030205,Δημοτική Κοινότητα Βελιτσών,288,14,10,15,11,13,24,11,11,17,19,24,21,25,24,21,32,161,4,8,8,7,9,16,10,3,8,9,14,16,14,14,8,13,130,6,4,10,6,7,5,4,4,6,12,13,8,8,12,12,16
8,2423703020501,"Άνω Βελιτσαί,αι",151,6,6,9,3,6,12,9,0,9,11,15,14,11,15,9,17,89,4,5,6,3,3,8,7,4,4,6,7,13,9,6,4,9,65,5,0,5,0,0,3,7,0,3,3,5,4,4,7,7,10
8,2423703020502,"Κάτω Βελιτσαί,αι",134,4,5,4,11,10,9,4,7,5,10,12,10,11,11,10,18,69,3,0,4,0,4,7,0,3,3,0,5,6,3,5,5,6,63,3,3,3,6,3,0,0,3,5,7,4,0,6,3,7,9
7,24237030206,Δημοτική Κοινότητα Καγκαδίου,360,12,16,22,16,12,17,15,13,21,34,23,26,22,13,24,66,192,4,13,9,12,14,12,9,3,10,21,12,20,14,5,11,32,165,10,6,10,6,3,3,9,7,13,16,8,8,6,5,15,31
8,2423703020601,"Καγκάδιον,το",360,12,16,22,16,12,17,15,13,21,34,23,26,22,13,24,66,192,4,13,9,12,14,12,9,3,10,21,12,20,14,5,11,32,165,10,6,10,6,3,3,9,7,13,16,8,8,6,5,15,31
7,24237030207,Δημοτική Κοινότητα Λακκοπέτρας,760,47,30,36,45,31,35,45,52,50,45,57,57,44,47,38,95,388,21,17,20,28,21,17,22,30,25,21,30,27,25,20,21,45,375,23,15,20,19,13,20,25,19,21,27,25,28,16,24,21,48
8,2423703020701,"Λακκόπετρα,η",659,45,29,38,39,31,34,40,43,39,40,53,50,33,35,31,82,335,25,13,12,22,16,15,18,24,23,18,30,24,20,19,15,40,322,23,12,23,15,12,17,20,17,19,25,25,23,12,17,18,40
8,2423703020702,"Ιονική Ακτή,η",41,0,3,0,4,3,3,0,0,3,0,3,0,4,9,8,4,21,0,0,0,3,3,0,3,0,3,0,4,0,3,4,3,3,16,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0
8,2423703020703,"Καρνάρι,το",60,3,5,3,3,3,0,3,6,3,4,0,6,3,4,0,9,32,0,3,4,0,0,0,0,4,0,3,0,0,3,0,0,3,30,3,0,0,0,3,0,3,5,0,0,0,3,3,0,0,4
8,2423703020704,"Λιμανάκι,το",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237030208,Δημοτική Κοινότητα Ματαράγκας,258,10,9,14,14,5,11,20,10,19,9,25,23,12,19,19,37,136,4,6,4,10,5,8,11,7,10,9,10,14,4,16,5,16,124,3,6,8,6,3,5,7,6,6,3,13,13,5,5,11,24
8,2423703020801,"Ματαράγκα,η",96,3,3,9,9,0,3,0,8,10,7,6,3,6,12,10,11,55,0,0,3,9,0,3,0,3,3,5,3,0,0,10,5,8,44,3,3,4,3,0,0,0,3,4,0,3,5,3,4,7,6
8,2423703020802,"Κεφαλαίικα,τα",159,6,8,7,7,4,11,18,4,11,5,21,17,8,9,6,24,83,5,6,0,4,5,3,11,0,5,6,10,11,0,3,3,11,78,3,5,6,0,0,5,5,0,4,3,15,4,4,3,6,16
7,24237030209,Δημοτική Κοινότητα Μιχοΐου,274,9,6,22,13,11,11,9,10,15,17,26,17,12,25,20,52,145,7,3,13,11,7,8,4,3,7,10,14,8,7,14,6,18,127,0,6,7,5,7,0,7,5,6,9,10,6,3,14,11,31
8,2423703020901,"Μιχόιον,το",196,9,4,17,6,9,7,5,9,10,14,18,10,10,18,15,32,106,7,0,10,4,4,5,0,3,9,7,9,7,4,9,4,16,87,0,6,5,5,3,0,3,3,5,5,6,5,3,6,9,19
8,2423703020902,"Κάνδαλος,ο",32,0,0,0,3,5,0,5,0,0,0,7,0,3,3,3,4,17,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,5,13,0,0,0,3,0,0,5,0,0,0,3,0,0,4,0,0
8,2423703020903,"Τσαμαίικα,τα",47,0,0,4,0,0,3,5,0,3,0,0,6,0,4,3,13,22,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,3,23,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,8
8,2423703020904,"Ψευτέικα,τα",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237030210,Δημοτική Κοινότητα Πέτα,204,5,7,7,8,10,17,6,7,13,8,17,14,16,18,20,29,103,3,0,0,4,9,11,9,0,6,3,6,5,12,6,7,15,98,0,3,5,6,4,4,0,4,5,4,8,6,6,10,16,16
8,2423703021001,"Πέτας,ο",204,5,7,7,8,10,17,6,7,13,8,17,14,16,18,20,29,103,3,0,0,4,9,11,9,0,6,3,6,5,12,6,7,15,98,0,3,5,6,4,4,0,4,5,4,8,6,6,10,16,16
7,24237030211,Δημοτική Κοινότητα Ριόλου,493,19,17,25,21,33,24,23,20,30,43,41,33,36,32,27,67,260,4,7,19,7,20,15,14,12,15,27,25,24,21,18,12,28,236,12,13,8,11,16,12,12,11,18,19,19,12,18,11,13,41
8,2423703021101,"Ρίολος,ο",489,19,17,25,21,29,24,23,19,31,43,36,34,36,32,27,67,253,4,7,19,7,20,15,14,10,15,27,25,24,21,18,12,28,234,12,13,8,11,12,12,12,11,18,19,15,12,18,11,13,41
8,2423703021102,"Μαζαίικα,τα",6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,242370303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΟΒΡΗΣ,5044,419,359,346,297,291,290,295,317,306,330,331,254,263,270,220,449,2679,228,191,177,171,161,155,154,162,175,178,180,127,135,149,114,217,2366,193,166,167,123,132,133,143,159,133,150,155,130,131,124,109,229
7,24237030301,Δημοτική Κοινότητα Σαγαιίκων,2160,252,190,178,162,167,153,119,128,107,118,128,78,79,98,78,130,1136,137,100,90,91,84,78,71,71,58,68,70,32,41,50,36,67,1026,118,86,85,74,85,72,50,55,53,47,56,43,36,45,44,65
8,2423703030101,"Σαγαίικα,τα",1212,125,82,90,99,83,74,72,77,60,68,73,48,50,65,53,92,634,65,45,45,51,35,42,48,45,29,36,40,21,23,34,27,46,576,57,35,47,45,50,36,26,29,33,28,31,25,24,29,29,50
8,2423703030102,"Απόστολοι,οι",67,0,3,4,4,3,4,5,7,3,8,7,3,4,10,4,7,37,0,0,4,3,0,3,5,3,0,5,6,0,4,5,0,3,33,3,3,0,4,4,4,0,3,3,0,4,3,0,3,4,3
8,2423703030103,"Βραχναίικα,τα",19,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,10,0,0,3,0,3,0,0,0,0,3,3,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
8,2423703030104,"Γερουσαίικα,τα",710,116,96,70,49,77,64,38,27,38,28,35,21,15,9,13,22,368,59,52,33,29,43,32,14,13,18,11,23,9,4,6,8,11,344,55,40,33,23,32,36,21,16,17,20,14,9,8,8,7,7
8,2423703030105,"Μπουταίικα,τα",122,6,4,8,11,4,7,8,11,10,13,6,4,7,6,3,10,69,3,3,6,6,4,0,3,6,0,9,3,3,5,3,4,6,51,0,3,4,3,0,4,3,7,7,3,6,4,5,3,3,6
8,2423703030106,"Σταθμός,ο",32,0,5,0,0,0,0,3,6,0,3,0,0,3,4,0,0,16,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,19,0,4,0,0,0,0,3,4,0,5,0,0,0,3,0,0
7,24237030302,Δημοτική Κοινότητα Καραιίκων,659,20,37,33,28,33,31,34,32,42,54,55,41,44,42,33,99,339,14,22,16,17,21,16,15,14,20,31,27,20,23,27,15,50,316,8,17,15,13,15,17,16,15,20,26,26,18,23,18,20,51
8,2423703030201,"Καραίικα,τα",147,5,3,5,4,9,11,4,5,9,14,14,11,11,15,6,30,73,5,0,4,0,6,8,0,3,4,6,8,3,5,9,0,17,70,0,3,3,3,0,6,0,0,3,7,8,7,4,3,8,10
8,2423703030202,"Γομοστόν,το",227,12,20,4,11,17,9,13,12,11,21,16,13,17,15,14,29,120,6,10,3,7,10,5,8,5,5,10,6,8,9,4,6,16,104,4,6,0,6,10,7,9,4,4,9,7,8,4,8,4,15
8,2423703030203,"Καραμεσιναίικα,τα",150,3,10,14,10,3,4,7,9,12,12,8,7,10,10,12,20,78,5,7,10,4,0,0,0,4,7,7,3,8,5,6,9,8,74,0,0,7,4,0,3,8,3,8,3,3,3,7,6,7,10
8,2423703030204,"Ράχη,η",138,8,10,7,6,6,8,6,3,11,10,14,13,7,5,4,24,64,4,3,3,5,3,0,3,0,6,6,12,5,0,4,3,7,70,3,5,3,3,3,4,0,0,3,6,4,5,4,3,3,13
7,24237030303,Δημοτική Κοινότητα Κρίνου,315,15,16,15,22,12,13,21,14,10,20,23,20,30,14,13,60,151,8,8,0,11,10,4,13,10,5,11,10,11,15,9,5,22,161,9,11,11,9,4,7,11,6,7,11,11,7,17,7,5,36
8,2423703030301,"Κρίνος,ο",315,15,16,15,22,12,13,21,14,10,20,23,20,30,14,13,60,151,8,8,0,11,10,4,13,10,5,11,10,11,15,9,5,22,161,9,11,11,9,4,7,11,6,7,11,11,7,17,7,5,36
7,24237030304,Δημοτική Κοινότητα Λιμνοχωρίου,1299,100,93,82,51,44,58,87,115,119,93,93,68,67,72,61,90,715,51,49,44,39,26,36,43,51,82,57,53,33,32,40,35,51,586,51,47,41,15,15,20,46,62,40,38,42,31,32,30,29,40
8,2423703030401,"Λιμνοχώριον,το",412,17,17,27,21,20,11,13,22,26,45,45,30,28,28,20,39,215,5,16,15,12,8,5,5,6,19,21,21,19,14,17,13,21,194,10,4,14,7,10,3,11,14,10,22,20,14,12,14,11,22
8,2423703030402,"Καλαμάκιον,το",359,27,16,22,16,15,28,28,25,20,21,27,21,16,25,14,30,207,17,6,13,15,12,18,14,10,16,6,18,8,10,16,8,13,149,8,14,5,3,6,8,11,13,7,10,12,11,10,13,9,14
8,2423703030403,"Κάτω Λιμνοχώριον,το",210,12,23,20,3,3,8,13,25,25,7,11,11,11,14,16,14,107,4,9,9,5,3,3,3,12,19,6,6,7,3,6,5,6,101,9,12,9,0,0,3,8,10,9,4,7,7,5,5,8,5
8,2423703030404,"Παραλία Καλαμακίου,η",325,47,40,16,10,8,15,31,46,52,29,8,8,3,3,9,8,188,23,21,5,10,6,8,20,21,31,21,5,3,3,0,8,3,140,21,16,9,3,0,4,14,27,17,5,0,3,3,3,5,3
7,24237030305,Δημοτική Κοινότητα Μύρτου,339,15,21,21,26,23,14,17,19,14,27,15,23,22,29,19,34,185,15,14,13,19,12,10,6,9,4,12,9,16,10,11,10,12,157,4,5,11,11,9,7,9,7,8,13,8,10,10,15,7,20
8,2423703030501,"Μύρτος,ο",167,5,7,15,11,12,7,12,4,7,14,12,14,13,14,8,15,93,3,4,8,5,5,5,3,3,6,8,8,11,7,4,7,8,77,0,4,5,3,4,0,8,3,4,9,3,5,3,6,3,9
8,2423703030502,"Γιουλαίικα,τα",84,7,7,4,3,4,8,0,13,5,11,3,3,4,6,0,7,49,4,4,4,3,4,8,0,8,0,6,0,4,0,3,0,4,38,0,0,3,0,0,4,0,3,3,7,0,0,4,5,0,6
8,2423703030503,"Πουρνάριον,το",89,3,3,0,8,14,4,5,3,3,3,5,7,6,10,7,7,49,6,5,0,5,8,5,0,4,0,3,0,0,0,4,8,5,42,0,0,0,5,3,3,3,0,3,3,3,3,3,3,0,4
7,24237030306,Δημοτική Κοινότητα Φράγκας,270,15,10,16,11,9,19,14,11,16,22,20,15,24,18,18,34,149,11,5,10,4,11,13,3,4,10,7,8,11,11,15,9,18,123,6,3,8,4,3,8,9,5,10,11,10,6,11,6,6,18
8,2423703030601,"Φράγκα,η",183,13,7,9,3,6,15,12,6,12,11,10,17,15,16,16,24,103,9,3,5,3,5,10,4,3,8,3,7,6,9,8,14,12,78,0,3,3,3,4,3,6,7,0,10,6,7,8,5,5,11
8,2423703030602,"Σπαναίικα,τα",36,3,0,0,0,4,3,0,0,0,3,4,0,4,3,0,4,17,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,22,3,0,3,0,0,3,3,0,3,3,0,0,3,0,0,3
8,2423703030603,"Τσακώνικα,τα",51,0,4,7,3,4,0,0,3,5,3,6,3,0,0,0,6,24,3,4,5,0,4,0,0,0,3,3,5,3,4,0,0,4,24,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,4
6,242370304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΩΛΕΝΙΑΣ,4302,121,143,177,198,183,226,270,294,306,343,350,308,252,274,234,631,2547,66,87,93,102,110,161,199,207,207,221,216,181,158,145,120,271,1757,51,58,82,93,74,68,69,85,95,119,137,125,98,126,111,363
7,24237030401,Δημοτική Κοινότητα Λουσικών,521,12,23,27,37,22,13,15,26,32,43,46,40,38,32,31,89,271,9,14,13,18,13,9,7,11,14,21,27,22,27,15,16,38,254,5,5,16,17,5,8,11,13,16,24,16,15,9,20,17,48
8,2423703040101,"Λουσικά,τα",381,11,15,20,26,18,14,13,14,24,31,30,27,24,24,21,65,192,4,12,5,13,10,7,4,8,8,15,21,14,17,13,9,28,186,5,5,12,16,5,9,6,9,14,18,12,11,4,7,10,40
